clustered_label,0,1
5510,0,0
1653,1,1
2000,1,1
1653,1,1
6140,0,0
1419,0,0
1430,1,1
1653,1,1
1100,1,0
3540,1,0
1653,1,1
3520,1,1
6120,0,0
6120,0,0
1653,1,1
1652,1,0
1460,1,0
5629,1,1
1639,1,1
1653,1,1
1653,1,1
3100,0,0
5629,1,1
1658,1,1
5300,1,0
2000,1,1
4300,1,0
5610,1,1
1655,1,1
6500,0,0
1653,1,1
1655,1,0
1653,1,1
6140,0,0
1651,0,0
3240,0,0
3400,0,0
1210,1,1
1653,1,0
6120,0,0
3240,0,0
1653,1,1
1460,1,1
3310,0,0
1460,1,1
6400,0,0
1610,1,1
5539,1,1
4100,0,0
3210,0,0
1653,0,0
3540,1,1
6110,0,0
6400,0,0
6130,0,0
1440,1,0
6600,0,0
1660,0,0
1658,1,1
1240,1,1
1655,1,1
5510,0,0
3100,0,0
6300,0,0
1300,0,0
1220,1,1
1656,1,1
5529,0,0
1630,1,1
1653,1,1
1419,1,1
1660,0,0
5400,1,0
3530,1,0
5529,0,0
3339,1,0
1653,1,1
6110,0,0
1653,1,1
1653,1,1
1653,1,1
1658,1,1
5510,0,0
1409,1,1
1419,1,1
3229,0,0
1653,1,1
6110,0,0
6200,0,0
1653,1,1
4400,1,0
1653,1,1
1651,1,0
1653,1,1
1460,1,1
1500,0,0
6400,1,0
5520,0,0
1653,1,0
5100,0,0
1656,1,1
1653,1,1
1653,1,1
1653,1,1
1653,1,1
1300,1,1
1653,1,1
1450,1,1
5200,0,0
5620,0,0
1100,1,1
5620,1,0
1620,1,0
5620,1,0
5100,0,0
1653,1,1
1639,1,1
6600,0,0
4200,0,0
5620,0,0
1653,1,1
1653,1,1
1651,1,1
1651,1,1
1651,1,0
4200,1,1
3510,1,1
3600,1,1
1660,0,0
3339,1,1
5510,0,0
1653,1,1
1656,1,0
1653,1,1
1655,1,1
1653,1,1
2000,1,1
2000,1,1
5529,0,0
1651,1,1
1654,1,0
3600,1,1
3600,1,1
1653,1,1
