0,1,2,3,clustered_label
1.0,4.0,4.0,2.0,1442
2.0,1.0,4.0,4.0,2144
3.0,2.0,1.0,3.0,3213
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,3.0,4533
2.0,4.0,5.0,2.0,2452
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,3.0,2.0,1.0,5321
3.0,5.0,3.0,3.0,3533
1.0,4.0,5.0,2.0,1452
3.0,2.0,4.0,5.0,3245
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
4.0,5.0,3.0,3.0,4533
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,5.0,2.0,3.0,4523
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
2.0,2.0,1.0,4.0,2214
4.0,3.0,2.0,1.0,4321
4.0,4.0,3.0,2.0,4432
1.0,3.0,5.0,3.0,1353
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,3.0,2.0,1.0,5321
4.0,4.0,3.0,3.0,4433
2.0,4.0,5.0,2.0,2452
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
4.0,3.0,3.0,1.0,4331
4.0,4.0,3.0,2.0,4432
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,2.0,2.0,1.0,5221
4.0,5.0,3.0,3.0,4533
2.0,4.0,4.0,3.0,2443
2.0,1.0,4.0,4.0,2144
2.0,2.0,1.0,3.0,2213
4.0,2.0,2.0,0.0,4220
4.0,5.0,2.0,2.0,4522
1.0,4.0,4.0,3.0,1443
2.0,1.0,4.0,5.0,2145
2.0,2.0,1.0,4.0,2214
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,2.0,4532
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,2.0,4532
1.0,4.0,5.0,2.0,1452
2.0,1.0,3.0,4.0,2134
2.0,2.0,0.0,3.0,2203
5.0,3.0,2.0,1.0,5321
3.0,5.0,2.0,2.0,3522
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,5.0,2145
2.0,2.0,1.0,4.0,2214
5.0,3.0,2.0,1.0,5321
3.0,5.0,3.0,2.0,3532
1.0,4.0,4.0,3.0,1443
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,3.0,3.0,1.0,5331
4.0,4.0,3.0,2.0,4432
1.0,3.0,5.0,3.0,1353
2.0,1.0,3.0,4.0,2134
3.0,2.0,1.0,3.0,3213
4.0,3.0,3.0,1.0,4331
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
3.0,3.0,1.0,4.0,3314
5.0,3.0,3.0,2.0,5332
4.0,4.0,2.0,2.0,4422
0.0,4.0,4.0,2.0,0442
2.0,1.0,3.0,5.0,2135
3.0,3.0,2.0,4.0,3324
4.0,3.0,2.0,1.0,4321
4.0,5.0,3.0,2.0,4532
1.0,3.0,5.0,3.0,1353
3.0,2.0,4.0,5.0,3245
3.0,2.0,1.0,4.0,3214
5.0,3.0,3.0,2.0,5332
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
2.0,2.0,1.0,4.0,2214
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,3.0,4533
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
4.0,2.0,2.0,0.0,4220
3.0,5.0,3.0,2.0,3532
1.0,3.0,5.0,3.0,1353
2.0,1.0,3.0,5.0,2135
3.0,3.0,2.0,4.0,3324
4.0,3.0,3.0,1.0,4331
4.0,4.0,3.0,3.0,4433
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,3.0,3213
4.0,2.0,2.0,0.0,4220
4.0,5.0,3.0,2.0,4532
1.0,4.0,4.0,3.0,1443
2.0,1.0,4.0,4.0,2144
2.0,2.0,1.0,4.0,2214
5.0,2.0,2.0,1.0,5221
4.0,5.0,3.0,2.0,4532
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
3.0,2.0,1.0,3.0,3213
5.0,3.0,2.0,1.0,5321
4.0,4.0,3.0,3.0,4433
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,4.0,2144
3.0,3.0,2.0,4.0,3324
5.0,3.0,2.0,1.0,5321
4.0,4.0,3.0,3.0,4433
1.0,4.0,4.0,2.0,1442
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,3.0,3213
5.0,3.0,3.0,2.0,5332
4.0,5.0,3.0,2.0,4532
1.0,4.0,4.0,3.0,1443
3.0,1.0,4.0,5.0,3145
3.0,3.0,1.0,4.0,3314
4.0,3.0,2.0,1.0,4321
4.0,4.0,3.0,3.0,4433
2.0,4.0,5.0,3.0,2453
2.0,1.0,3.0,4.0,2134
2.0,2.0,0.0,3.0,2203
5.0,2.0,2.0,1.0,5221
4.0,4.0,3.0,2.0,4432
1.0,4.0,5.0,2.0,1452
3.0,1.0,4.0,4.0,3144
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,4.0,2144
3.0,3.0,2.0,4.0,3324
5.0,3.0,3.0,1.0,5331
4.0,4.0,3.0,2.0,4432
1.0,4.0,4.0,3.0,1443
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,3.0,2.0,1.0,5321
4.0,4.0,3.0,3.0,4433
2.0,4.0,5.0,3.0,2453
2.0,1.0,3.0,4.0,2134
2.0,2.0,1.0,3.0,2213
5.0,3.0,2.0,1.0,5321
4.0,5.0,2.0,3.0,4523
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,4.0,3144
2.0,2.0,1.0,4.0,2214
4.0,3.0,3.0,2.0,4332
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,5.0,2.0,3.0,4523
1.0,4.0,4.0,2.0,1442
2.0,0.0,3.0,5.0,2035
3.0,2.0,1.0,4.0,3214
5.0,3.0,3.0,2.0,5332
3.0,5.0,3.0,2.0,3532
1.0,4.0,5.0,2.0,1452
3.0,1.0,4.0,5.0,3145
3.0,2.0,1.0,4.0,3214
4.0,3.0,3.0,1.0,4331
4.0,5.0,3.0,3.0,4533
2.0,3.0,4.0,3.0,2343
3.0,2.0,4.0,5.0,3245
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
4.0,5.0,3.0,2.0,4532
1.0,3.0,5.0,2.0,1352
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,3.0,3213
6.0,3.0,3.0,1.0,6331
4.0,4.0,3.0,3.0,4433
2.0,4.0,5.0,3.0,2453
3.0,1.0,4.0,5.0,3145
3.0,3.0,2.0,4.0,3324
5.0,2.0,3.0,1.0,5231
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
4.0,5.0,3.0,3.0,4533
1.0,3.0,4.0,3.0,1343
3.0,2.0,4.0,5.0,3245
2.0,2.0,1.0,4.0,2214
5.0,2.0,3.0,1.0,5231
4.0,4.0,3.0,3.0,4433
1.0,4.0,4.0,2.0,1442
2.0,1.0,4.0,4.0,2144
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,2.0,4532
1.0,3.0,5.0,3.0,1353
3.0,1.0,4.0,4.0,3144
3.0,2.0,1.0,3.0,3213
4.0,3.0,3.0,2.0,4332
4.0,4.0,3.0,2.0,4432
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
4.0,3.0,2.0,1.0,4321
3.0,4.0,3.0,3.0,3433
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,2.0,2.0,1.0,5221
3.0,4.0,2.0,2.0,3422
0.0,3.0,5.0,3.0,0353
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
4.0,5.0,3.0,2.0,4532
1.0,4.0,4.0,3.0,1443
3.0,1.0,4.0,5.0,3145
3.0,3.0,1.0,4.0,3314
5.0,3.0,2.0,1.0,5321
4.0,5.0,2.0,2.0,4522
1.0,3.0,5.0,3.0,1353
3.0,2.0,4.0,5.0,3245
3.0,3.0,1.0,4.0,3314
5.0,2.0,2.0,1.0,5221
3.0,4.0,3.0,3.0,3433
2.0,4.0,5.0,2.0,2452
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
4.0,3.0,2.0,1.0,4321
4.0,5.0,3.0,3.0,4533
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,2.0,4532
1.0,4.0,4.0,3.0,1443
3.0,2.0,4.0,5.0,3245
2.0,2.0,1.0,4.0,2214
5.0,3.0,3.0,1.0,5331
4.0,5.0,3.0,3.0,4533
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,2.0,4532
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,4.0,2144
2.0,2.0,1.0,3.0,2213
5.0,3.0,3.0,1.0,5331
4.0,4.0,3.0,3.0,4433
2.0,4.0,5.0,3.0,2453
3.0,1.0,4.0,4.0,3144
2.0,2.0,1.0,4.0,2214
4.0,3.0,3.0,2.0,4332
4.0,5.0,2.0,2.0,4522
1.0,3.0,5.0,2.0,1352
2.0,1.0,4.0,4.0,2144
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
4.0,5.0,2.0,2.0,4522
1.0,3.0,4.0,2.0,1342
2.0,0.0,3.0,5.0,2035
2.0,2.0,1.0,3.0,2213
4.0,2.0,2.0,0.0,4220
3.0,5.0,3.0,3.0,3533
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
2.0,3.0,2.0,4.0,2324
4.0,3.0,2.0,1.0,4321
4.0,5.0,2.0,3.0,4523
2.0,4.0,4.0,3.0,2443
2.0,1.0,3.0,5.0,2135
3.0,3.0,1.0,4.0,3314
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,3.0,4533
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,3.0,2.0,1.0,5321
4.0,4.0,3.0,2.0,4432
1.0,3.0,5.0,3.0,1353
3.0,2.0,4.0,4.0,3244
3.0,2.0,1.0,4.0,3214
5.0,3.0,3.0,1.0,5331
3.0,4.0,2.0,2.0,3422
0.0,3.0,5.0,3.0,0353
2.0,1.0,4.0,5.0,2145
2.0,2.0,1.0,4.0,2214
5.0,3.0,3.0,1.0,5331
4.0,5.0,2.0,2.0,4522
1.0,4.0,4.0,3.0,1443
3.0,2.0,4.0,5.0,3245
2.0,2.0,1.0,4.0,2214
5.0,3.0,3.0,1.0,5331
4.0,5.0,2.0,2.0,4522
1.0,3.0,4.0,2.0,1342
2.0,0.0,3.0,5.0,2035
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,5.0,3.0,2.0,4532
1.0,4.0,4.0,3.0,1443
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
4.0,3.0,2.0,1.0,4321
4.0,5.0,3.0,2.0,4532
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,5.0,2145
2.0,2.0,1.0,4.0,2214
4.0,3.0,2.0,1.0,4321
4.0,5.0,3.0,3.0,4533
1.0,4.0,5.0,3.0,1453
2.0,1.0,3.0,5.0,2135
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,4.0,3144
3.0,2.0,1.0,4.0,3214
5.0,3.0,2.0,1.0,5321
4.0,4.0,2.0,2.0,4422
0.0,3.0,4.0,2.0,0342
2.0,0.0,3.0,5.0,2035
3.0,3.0,1.0,4.0,3314
5.0,2.0,2.0,1.0,5221
3.0,4.0,2.0,2.0,3422
0.0,4.0,4.0,3.0,0443
2.0,1.0,3.0,5.0,2135
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
4.0,5.0,2.0,2.0,4522
1.0,3.0,5.0,3.0,1353
2.0,1.0,4.0,5.0,2145
2.0,3.0,1.0,4.0,2314
5.0,3.0,2.0,1.0,5321
4.0,4.0,3.0,3.0,4433
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
2.0,2.0,1.0,4.0,2214
5.0,2.0,2.0,1.0,5221
4.0,5.0,2.0,2.0,4522
1.0,3.0,5.0,3.0,1353
3.0,2.0,4.0,5.0,3245
2.0,2.0,1.0,4.0,2214
4.0,3.0,3.0,2.0,4332
4.0,4.0,2.0,2.0,4422
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
4.0,3.0,3.0,1.0,4331
4.0,5.0,3.0,2.0,4532
1.0,4.0,4.0,3.0,1443
2.0,1.0,4.0,5.0,2145
2.0,2.0,1.0,4.0,2214
4.0,3.0,3.0,2.0,4332
4.0,4.0,2.0,2.0,4422
0.0,3.0,4.0,3.0,0343
3.0,1.0,4.0,5.0,3145
3.0,2.0,1.0,4.0,3214
5.0,3.0,3.0,1.0,5331
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,2.0,1452
3.0,1.0,4.0,4.0,3144
2.0,2.0,0.0,3.0,2203
4.0,2.0,2.0,0.0,4220
3.0,5.0,3.0,3.0,3533
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
3.0,3.0,1.0,4.0,3314
4.0,3.0,2.0,1.0,4321
4.0,5.0,3.0,2.0,4532
1.0,4.0,5.0,3.0,1453
2.0,1.0,3.0,5.0,2135
3.0,2.0,0.0,3.0,3203
5.0,3.0,3.0,2.0,5332
4.0,4.0,3.0,2.0,4432
1.0,4.0,4.0,2.0,1442
2.0,1.0,4.0,5.0,2145
2.0,2.0,1.0,4.0,2214
5.0,3.0,3.0,1.0,5331
4.0,4.0,3.0,3.0,4433
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
4.0,5.0,3.0,2.0,4532
1.0,3.0,4.0,2.0,1342
2.0,0.0,3.0,5.0,2035
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
3.0,4.0,2.0,2.0,3422
0.0,4.0,5.0,2.0,0452
2.0,1.0,3.0,4.0,2134
2.0,2.0,0.0,3.0,2203
4.0,3.0,2.0,1.0,4321
3.0,4.0,3.0,3.0,3433
2.0,4.0,5.0,3.0,2453
3.0,2.0,4.0,4.0,3244
3.0,2.0,1.0,4.0,3214
5.0,3.0,3.0,1.0,5331
3.0,4.0,3.0,3.0,3433
2.0,4.0,5.0,2.0,2452
3.0,1.0,4.0,5.0,3145
2.0,2.0,1.0,3.0,2213
5.0,2.0,2.0,1.0,5221
4.0,5.0,2.0,3.0,4523
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
2.0,2.0,1.0,4.0,2214
4.0,3.0,2.0,1.0,4321
4.0,5.0,3.0,2.0,4532
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
3.0,3.0,1.0,4.0,3314
5.0,2.0,2.0,1.0,5221
4.0,4.0,2.0,2.0,4422
1.0,4.0,5.0,3.0,1453
2.0,1.0,3.0,5.0,2135
3.0,2.0,1.0,4.0,3214
5.0,2.0,3.0,1.0,5231
3.0,4.0,2.0,2.0,3422
0.0,3.0,5.0,3.0,0353
2.0,1.0,3.0,4.0,2134
2.0,2.0,0.0,4.0,2204
4.0,2.0,2.0,1.0,4221
3.0,5.0,3.0,2.0,3532
1.0,4.0,5.0,2.0,1452
2.0,1.0,4.0,4.0,2144
3.0,2.0,1.0,3.0,3213
5.0,3.0,3.0,2.0,5332
4.0,5.0,3.0,2.0,4532
1.0,4.0,5.0,2.0,1452
3.0,1.0,4.0,5.0,3145
2.0,2.0,1.0,3.0,2213
5.0,3.0,2.0,1.0,5321
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,0.0,5220
4.0,5.0,2.0,2.0,4522
1.0,4.0,4.0,3.0,1443
2.0,1.0,4.0,4.0,2144
2.0,2.0,1.0,3.0,2213
5.0,3.0,3.0,1.0,5331
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
2.0,1.0,3.0,4.0,2134
2.0,3.0,1.0,4.0,2314
5.0,3.0,3.0,1.0,5331
4.0,5.0,2.0,2.0,4522
1.0,4.0,5.0,3.0,1453
3.0,1.0,4.0,5.0,3145
2.0,2.0,1.0,4.0,2214
5.0,3.0,2.0,1.0,5321
4.0,5.0,2.0,3.0,4523
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
3.0,3.0,1.0,4.0,3314
5.0,3.0,3.0,1.0,5331
4.0,4.0,2.0,2.0,4422
1.0,4.0,5.0,3.0,1453
2.0,1.0,4.0,5.0,2145
2.0,2.0,1.0,4.0,2214
4.0,3.0,3.0,2.0,4332
4.0,4.0,3.0,2.0,4432
1.0,3.0,5.0,2.0,1352
2.0,1.0,4.0,5.0,2145
3.0,2.0,1.0,4.0,3214
5.0,2.0,2.0,1.0,5221
